channel_a,timestamp_a,channel_b,timestamp_b,channel_c,timestamp_c,channel_d,timestamp_d
646.5163320505502,1764225459.2941892,642.7406961966814,1764225459.7075145,643.1336901019574,1764225460.1045454,654.541275574139,1764225460.4916244
646.4698712375637,1764225461.0909178,642.7213850709971,1764225461.5773258,643.1201293221709,1764225462.4489105,654.5818934582161,1764225463.2150173
646.494110120697,1764225463.915263,642.7484805527012,1764225464.7751637,643.136870140283,1764225465.6303232,654.5740795829818,1764225466.3679543
646.5185190280156,1764225466.8818822,642.7284084719536,1764225467.4772377,643.12193696071,1764225467.9711976,654.5193538930507,1764225468.3387723
646.4666085948415,1764225468.7143965,642.7398025797517,1764225469.0581326,643.1164900090535,1764225469.423722,654.5399931076897,1764225469.8688183
646.4773585422854,1764225470.2328587,642.7402899140268,1764225470.6060894,643.108668626526,1764225470.9491973,654.5691450831096,1764225471.3089538
646.4826625568132,1764225471.6993852,642.757571203456,1764225472.0736434,643.1166080110136,1764225472.4624302,654.577059587065,1764225472.932023
646.4716510905367,1764225473.288513,642.7351678316976,1764225473.7087114,643.1053348514591,1764225474.053951,654.5534506923357,1764225474.4206512
646.4850644439204,1764225474.8638802,642.7273444378201,1764225475.228109,643.1072694819846,1764225475.6310997,654.5597044419318,1764225475.988554
646.481810117243,1764225476.348944,642.7288068590424,1764225476.7531424,643.0951997593355,1764225477.1141765,654.5700387214142,1764225477.536582
646.5106962320687,1764225477.923914,642.7400104582126,1764225478.284257,643.1344488369033,1764225478.644018,654.5617309428341,1764225479.003155
646.5051500358808,1764225479.3746836,642.7325720679444,1764225479.7704327,643.1177210395388,1764225480.1278386,654.5495406738473,1764225481.5197275
646.4810429018435,1764225481.9985108,642.746756269512,1764225482.4788015,643.1183713736403,1764225483.0455122,654.5589517724844,1764225483.4144683
646.4939918276532,1764225483.8220632,642.7242313645631,1764225484.177923,643.101170088601,1764225484.5651693,654.5595734811891,1764225484.9437258
646.4769740749292,1764225485.3035111,642.7399212775749,1764225485.6636004,643.1159419017547,1764225486.0249095,654.5319622469843,1764225486.3868785
646.5002125443092,1764225486.7880635,642.7358971208057,1764225487.1485336,643.1101041901384,1764225487.5282164,654.5750750758723,1764225487.914685
646.4717536398905,1764225488.2738066,642.7302047907793,1764225488.6340408,643.1369730953963,1764225488.9933681,654.4599893359007,1764225489.3079681
646.4780118725515,1764225489.671007,642.7371865077084,1764225490.0284882,643.1381424726043,1764225490.4047475,654.5482978106868,1764225490.793808
646.510531350143,1764225491.4400792,642.7330282810642,1764225492.108782,643.1053914930136,1764225492.4725149,654.4404050693936,1764225492.9122963
646.4718861891776,1764225493.2713757,642.7463960585305,1764225494.0366054,643.1246560147501,1764225495.0233102,654.4360904314477,1764225495.4758236
646.4991595507936,1764225495.8793921,642.7140219823184,1764225496.2399035,643.1007234481241,1764225496.653162,654.5344505641751,1764225497.003003
646.4865411177661,1764225497.362865,642.7395999291119,1764225497.7273314,643.102248801696,1764225498.0832303,654.5513572106796,1764225498.468314
646.5281863735481,1764225498.8937414,642.7376133013927,1764225499.2537148,643.1160476748541,1764225499.629935,654.4757966564056,1764225499.97307
646.4911187692285,1764225500.3332894,642.7279715905256,1764225500.72562,643.1296658992158,1764225501.0987537,654.514694635886,1764225501.5072424
646.498253848445,1764225501.9532998,642.7355824196608,1764225502.336309,643.0970277079788,1764225502.720918,654.5319067663488,1764225503.078785
646.507833142186,1764225503.4525325,642.7217965919979,1764225503.888334,643.1126946355926,1764225504.2481985,654.5536330851636,1764225504.6326637
646.4966156170394,1764225505.0208676,642.739824449642,1764225505.3740335,643.1237584047472,1764225505.733066,654.5408948792581,1764225506.0929368
646.4962585276597,1764225506.4670277,642.7288619911899,1764225506.8598964,643.0729583316428,1764225507.1747,654.5539412223097,1764225507.539757
646.4713216677009,1764225507.8946857,642.7293405834023,1764225508.2529938,643.093438636879,1764225508.6556137,654.5616605538152,1764225509.0183809
646.4977484670846,1764225509.3771954,642.7293007127834,1764225509.738424,643.1090968533504,1764225510.0976355,654.5767767904167,1764225510.5001595
646.5738990502842,1764225511.5923157,642.7537944910601,1764225511.988555,643.1412092839694,1764225512.3496683,654.5495052980675,1764225512.7287722
646.5271196662638,1764225513.1129277,642.748116060869,1764225513.5556765,643.1060764576245,1764225513.9676826,654.5645523662167,1764225514.3281188
646.5165395847368,1764225514.7421074,642.7475857070248,1764225515.0931485,643.1108234665943,1764225515.4657838,654.4981012778112,1764225515.8615298
646.468591758868,1764225516.2186286,642.7401673493209,1764225516.6398075,643.1079745760053,1764225516.983114,654.5503754871772,1764225517.3431125
646.4869960652882,1764225517.7034013,642.7369107180454,1764225518.1064122,643.1465360259468,1764225518.7576656,654.5544736810739,1764225519.1435935
646.469088104685,1764225519.5150645,642.725534173091,1764225519.9092412,643.1050235370277,1764225520.2680757,654.5603454139433,1764225520.6271458
646.4830200526668,1764225520.9885569,642.7458113575441,1764225521.3477423,643.087742445264,1764225521.6767974,654.5674172306929,1764225522.0227287
646.4939267457214,1764225522.3827376,642.7206059395069,1764225522.7430868,643.120591836401,1764225523.104271,654.5937432472052,1764225523.4644854
646.4764212772739,1764225523.8718274,642.7539208143033,1764225524.227774,643.1078502391811,1764225524.6189318,654.5748233384653,1764225525.0712554
646.481739994704,1764225525.4433951,642.7408535321584,1764225525.8829358,643.1249519578571,1764225526.2077546,654.5664931260363,1764225526.6200826
646.490273887657,1764225527.0647418,642.7269066339619,1764225527.4234116,643.1332143439711,1764225527.843443,654.5265216751212,1764225528.2793388
646.4920413816719,1764225528.7062156,642.7348487341478,1764225529.0879567,643.1015975420056,1764225529.449003,654.574920807095,1764225529.8150911
646.4737950923961,1764225530.1693869,642.7280399755062,1764225530.5369647,643.1307053237484,1764225530.9337022,654.5483604390337,1764225531.2937267
646.515032089026,1764225531.7401915,642.7469110394164,1764225532.1924841,643.1028937663391,1764225532.5989625,654.5519887537689,1764225533.0030317
646.4829939649453,1764225533.3643243,642.7388060481395,1764225533.7220685,643.1228456368367,1764225534.0834146,654.5615267129333,1764225534.4442892
646.4715244118543,1764225534.8025095,642.7351011911476,1764225535.1628094,643.1275388687319,1764225535.5288115,654.5529415542617,1764225535.9280472
646.4834997792078,1764225536.2882524,642.7482054093354,1764225536.6705945,643.1110318769303,1764225537.0072718,654.5440829551727,1764225537.3688416
646.4770186235672,1764225537.7286687,642.7504211774319,1764225538.087636,643.1074710720507,1764225538.4479187,654.5768370759646,1764225538.8109066
646.498364910145,1764225539.2122846,642.7180384203214,1764225539.6272774,643.1090310201143,1764225539.9776688,654.5460983680367,1764225540.3389714
646.4887510386395,1764225540.698769,642.7416615996931,1764225541.0582254,643.0983359700608,1764225541.4180303,654.5653792588818,1764225541.782599
646.4868393365667,1764225542.1376276,642.7412542422979,1764225542.5127387,643.0992201693549,1764225542.9029946,654.536297148613,1764225543.262776
646.4856131636395,1764225543.6480553,642.7244231063379,1764225543.9822125,643.125865122993,1764225544.3433614,654.5412545792587,1764225544.730381
646.5043448621963,1764225545.107961,642.7469796261489,1764225545.467648,643.1009107898423,1764225545.842981,654.5442494656322,1764225546.1893365
646.4742889291961,1764225546.5677688,642.7436232852664,1764225546.9978778,643.1057437998231,1764225547.3577886,654.5596525269495,1764225547.767276
646.492997749435,1764225548.168033,642.7184040442005,1764225548.5436444,643.1123335931866,1764225548.962994,654.5658668362289,1764225549.3391507
646.4698706884216,1764225549.7764664,642.7275139321972,1764225550.1475043,643.1169847770249,1764225551.1912704,654.5805831609338,1764225552.1243868
646.4716940177735,1764225552.5453727,642.7337507548239,1764225552.9890962,643.111094152244,1764225553.3432283,654.5458532040075,1764225553.7262502
646.4943802880989,1764225554.1097252,642.7222471500844,1764225554.5140913,643.1064353833937,1764225554.8840919,654.5749259566038,1764225555.2352068
646.5164390342163,1764225555.633596,642.7347196739208,1764225556.0436304,643.1353909486679,1764225556.4026632,654.5814738717525,1764225556.7687192
646.5056619819785,1764225557.1230822,642.7467886308916,1764225557.484121,643.1215222261262,1764225557.8535676,654.5625166047498,1764225558.2025764
646.4961574182329,1764225558.56856,642.745955404959,1764225559.0129883,643.0690532592795,1764225559.3279111,654.5344382480015,1764225559.7497034
646.5096841969183,1764225560.137231,642.7416577252696,1764225560.497615,643.1118292652093,1764225560.9006,654.5482973935204,1764225561.2641523
646.485253384786,1764225561.641254,642.732835668671,1764225562.2232566,643.1346650953033,1764225562.9512005,654.5432040957377,1764225563.378728
646.4797120023954,1764225563.7741468,642.7297156367279,1764225564.327333,643.1231234059044,1764225565.1237535,654.545726258752,1764225565.839953
646.4965655866152,1764225566.4879668,642.7274875459638,1764225567.0412686,643.1175074423023,1764225567.669471,654.5029620358026,1764225568.361152
646.5103451570282,1764225569.2459357,642.7368718433331,1764225570.311577,643.1207237304897,1764225570.8450189,654.4606809355486,1764225571.2537847
646.4524423097519,1764225571.636925,642.7387570064351,1764225572.1361582,643.1172804940809,1764225572.5132973,654.5617900662078,1764225572.9207356
646.4777211442776,1764225573.3238733,642.7213996110513,1764225573.699675,643.1063011233782,1764225574.177591,654.5894933738712,1764225574.5387983
646.4804849175337,1764225574.968528,642.7250102659723,1764225575.3032267,643.1076058536138,1764225575.7033389,654.5648688123227,1764225576.157877
646.5159039068967,1764225576.5181277,642.7260817792586,1764225576.9152808,643.1108101675586,1764225577.2834222,654.5460997032229,1764225577.6471138
646.4710631772433,1764225578.0930564,642.7302837172081,1764225578.4539173,643.1306136174641,1764225578.8598573,654.5590154928127,1764225579.2625031
646.4914418184719,1764225579.6645362,642.7252493246025,1764225580.1123455,643.1074487640889,1764225580.479226,654.5521439421534,1764225580.8960943
646.49719870599,1764225581.332963,642.7362734077035,1764225581.732576,643.1041721847708,1764225582.1436296,654.519564683405,1764225582.5056996
646.4940670758764,1764225582.883545,642.7242238579147,1764225583.2230089,643.115361870408,1764225583.582816,654.5344228473409,1764225583.9641442
646.5208519963286,1764225584.3474061,642.7331929720542,1764225584.784287,643.111232358919,1764225585.157978,654.4663279844946,1764225585.472787
646.4985669234355,1764225585.8729362,642.740264959225,1764225586.2373917,643.1280466925139,1764225586.5972393,654.5434900581615,1764225586.9736826
646.5058608730586,1764225587.318472,642.7275541207712,1764225587.7414033,643.0837074016281,1764225588.1270602,654.5560222296428,1764225588.4874015
646.5003563349528,1764225588.8564043,642.7265925810092,1764225589.2076023,643.1116427538552,1764225589.6313004,654.5340737454409,1764225590.0249376
646.5042879389664,1764225590.4230812,642.7246687003453,1764225590.8500073,643.0847575555109,1764225591.187754,654.539118647801,1764225591.5477142
646.4820123600589,1764225591.9570997,642.7373419959027,1764225592.3131793,643.1032460569124,1764225592.7150817,654.557442889597,1764225593.1228049
646.5070577807261,1764225593.527702,642.7258285956967,1764225593.9060304,643.1123510417243,1764225594.3587406,654.5694509817566,1764225594.7881577
646.5198400560049,1764225595.2374513,642.7295837967579,1764225595.599445,643.0905415458296,1764225595.9897852,654.5685413006078,1764225596.4080296
646.4991663836032,1764225596.828169,642.735468675598,1764225597.1747484,643.1213806295427,1764225597.5773733,654.5595117508828,1764225598.0049233
646.4981017996163,1764225598.388071,642.7351476021557,1764225598.7753885,643.1288563055941,1764225599.1526327,654.552551395529,1764225599.512765
646.4884223501663,1764225599.9611735,642.7432272070629,1764225600.368183,643.120557683371,1764225600.8789692,654.5007321758649,1764225601.3583906
646.5036574843316,1764225601.8560395,642.7509349003759,1764225602.795718,643.1161770091219,1764225603.2774742,654.5524216902189,1764225603.7256978
646.5193735510344,1764225604.3383977,642.7304257928147,1764225604.7851644,643.1171940541308,1764225605.1832025,654.5645126035968,1764225605.542014
646.485125444357,1764225605.9336588,642.7274699142472,1764225606.262166,643.1248167878047,1764225606.6344907,654.5151917995149,1764225607.0286975
646.4787617394416,1764225607.3890426,642.7280141016266,1764225607.8106582,643.115685571036,1764225608.1527166,654.5502494568243,1764225608.512311
646.4943477976519,1764225608.8775377,642.7334019649136,1764225609.2334971,643.1321576429266,1764225609.5929677,654.4592785145417,1764225609.9229298
646.4986046579545,1764225610.3118684,642.7210857560959,1764225610.6749773,643.091178753805,1764225611.0936854,654.620306201597,1764225611.7853932
646.5062315724089,1764225612.2481976,642.736654447149,1764225612.6143944,643.0828977149232,1764225613.077536,654.5051598218408,1764225613.5090148
646.4870733692178,1764225613.92943,642.7412399895994,1764225614.3193443,643.0956523413225,1764225614.7103589,654.5442239561382,1764225615.127786
646.500938475531,1764225615.5341988,642.7160759496469,1764225615.9402995,643.0921885240971,1764225616.3425603,654.5389277532555,1764225616.7542784
646.5013240713937,1764225617.199101,642.7298183809912,1764225617.605717,643.0952840490211,1764225618.039833,654.5000564898892,1764225618.374172
646.4817863066055,1764225618.7742918,642.7171954769179,1764225619.1774592,643.1174710700391,1764225619.5378504,654.5886535603832,1764225619.8999228
