# AffiLabs Cycle Autosave
# Timestamp,2025-11-27T01:43:45.214613
# Cycle Start,3.524 s
# Cycle Stop,544.774 s
# Duration,541.250 s
# Filter Enabled,False
# Reference Subtraction,False

Time (s),Ch A Wavelength (nm),Ch A SPR (RU),Ch B Wavelength (nm),Ch B SPR (RU),Ch C Wavelength (nm),Ch C SPR (RU),Ch D Wavelength (nm),Ch D SPR (RU)
443.9645,646.4836,28.5680,642.7270,-13.3336,643.0817,-40.0145,654.5479,5.5990
445.3599,646.4917,36.6581,642.6858,-54.4528,643.0885,-33.2218,654.4644,-77.9613
446.6661,646.4684,13.3444,642.7134,-26.8589,643.0506,-71.0607,654.4326,-109.6766
447.9712,646.4806,25.5205,642.6963,-43.9876,643.1018,-19.8509,654.4087,-133.6673
449.4105,646.5340,78.9444,642.6970,-43.2958,643.1084,-13.2994,654.4634,-78.8751
450.8173,646.5004,45.3618,642.7169,-23.3684,643.0877,-34.0267,654.5623,20.0149
452.4710,646.4928,37.7890,642.6877,-52.5554,643.0832,-38.4443,654.5563,14.0193
453.8644,646.4915,36.4095,642.7042,-36.0590,643.1168,-4.8464,654.5373,-4.9968
455.2862,646.4774,22.3948,642.7107,-29.5681,643.1051,-16.5850,654.5414,-0.8985
456.9250,646.4908,35.7250,642.7380,-2.3318,643.1107,-10.9757,654.5514,9.1224
458.2818,646.5029,47.8758,642.7200,-20.2821,643.0530,-68.6754,654.4061,-136.2373
459.6256,646.4861,31.0063,642.6956,-44.6582,643.0648,-56.9193,654.3862,-156.1390
461.2917,646.5193,64.2885,642.7189,-21.4112,643.1094,-12.3078,654.5528,10.4848
462.8223,646.4907,35.6797,642.6984,-41.9250,643.0807,-40.9515,654.5223,-19.9748
464.3591,646.4277,-27.3021,642.7325,-7.7868,643.0986,-23.0510,654.4654,-76.9417
465.9603,646.5167,61.6991,642.7285,-11.8203,643.1062,-15.4620,654.5455,3.1446
467.9513,646.4565,1.4726,642.7199,-20.3595,643.0826,-39.1377,654.5288,-13.5498
469.4841,646.5329,77.8810,642.7288,-11.4576,643.0849,-36.7411,654.5529,10.6266
470.9206,646.5179,62.8609,642.7183,-21.9562,643.0982,-23.4811,654.5492,6.8835
472.3150,646.4972,42.1746,642.7115,-28.8206,643.0336,-88.0657,654.5634,21.0803
473.6663,646.4867,31.6186,642.6863,-53.9505,643.0653,-56.3516,654.4257,-116.6014
475.0207,646.4925,37.4963,642.7187,-21.5719,643.0489,-72.8242,654.5339,-8.4427
476.4100,646.4887,33.6301,642.7091,-31.2366,643.0873,-34.4278,654.4515,-90.8037
477.7150,646.4914,36.3964,642.6984,-41.9243,643.0750,-46.7363,654.4554,-86.9045
479.0192,646.5006,45.5359,642.7063,-34.0204,643.0617,-59.9997,654.4447,-97.6067
480.3280,646.5091,54.0258,642.6537,-86.6172,643.0781,-43.5547,654.4758,-66.5064
481.6305,646.4749,19.8239,642.6764,-63.9375,643.0606,-61.0674,654.4061,-136.2676
482.9797,646.4952,40.1621,642.6968,-43.4666,643.0682,-53.5113,654.5403,-1.9814
485.2849,646.5230,67.9505,642.7181,-22.2185,643.0735,-48.2329,654.5751,32.7611
486.7161,646.5058,50.7414,642.7187,-21.5430,643.0944,-27.3118,654.4813,-60.9758
488.1559,646.4912,36.1639,642.7244,-15.8979,643.1032,-18.4883,654.5718,29.5269
489.5590,646.4805,25.4224,642.7114,-28.8723,643.0804,-41.2716,654.5306,-11.7400
490.9454,646.4352,-19.8851,642.7251,-15.1967,643.0545,-67.1665,654.5530,10.6960
492.4471,646.4995,44.4464,642.7314,-8.9328,643.1088,-12.8672,654.5584,16.0875
494.7854,646.4870,31.9076,642.7079,-32.4169,643.1257,3.9812,654.5244,-17.9607
496.6380,646.5073,52.2318,642.7063,-34.0358,643.0969,-24.7416,654.5381,-4.2136
498.4725,646.5288,73.7293,642.7142,-26.1318,643.0619,-59.7886,654.5563,13.9671
500.2162,646.5005,45.4422,642.7109,-29.3492,643.0999,-21.8291,654.3110,-231.3103
501.8813,646.4537,-1.3383,642.7111,-29.1561,643.0976,-24.0453,654.4913,-51.0246
503.4922,646.5301,75.0144,642.7301,-10.2005,643.0792,-42.4786,654.5426,0.2746
505.2128,646.4906,35.6017,642.7016,-38.7165,643.0922,-29.4559,654.5556,13.2934
507.2368,646.5000,44.9942,642.7052,-35.1301,643.0941,-27.5856,654.5198,-22.4875
509.0807,646.5080,52.9252,642.7014,-38.9063,643.0725,-49.1862,654.5683,25.9495
510.6737,646.4831,28.0944,642.7235,-16.7645,643.0922,-29.4498,654.5223,-20.0230
512.2049,646.5262,71.1188,642.7232,-17.1127,643.0349,-86.8106,654.5509,8.5432
513.9218,646.4910,35.9786,642.7088,-31.5083,643.0986,-23.0560,654.5587,16.4185
515.3919,646.4952,40.1866,642.7377,-2.6342,643.1003,-21.4160,654.4474,-94.9178
517.0015,646.4943,39.2662,642.7260,-14.3293,643.0825,-39.2151,654.5371,-5.2487
518.6039,646.4807,25.6892,642.7051,-35.1872,643.1120,-9.6453,654.5576,15.2821
520.1511,646.5103,55.2562,642.7325,-7.7758,643.1054,-16.2842,654.5632,20.8803
521.7328,646.4676,12.5282,642.7068,-33.4672,643.1069,-14.8379,654.5340,-8.3209
523.2549,646.4876,32.5563,642.7185,-21.8077,643.1030,-18.7385,654.5271,-15.2659
524.8538,646.4631,8.0703,642.7107,-29.6271,643.0999,-21.7491,654.5155,-26.7740
526.4717,646.4854,30.3214,642.7152,-25.0395,643.0910,-30.6637,654.5728,30.4752
528.1588,646.4784,23.3719,642.6808,-59.4744,643.0746,-47.0918,654.5634,21.0716
529.8782,646.5094,54.3854,642.6962,-44.1373,643.0893,-32.3993,654.5625,20.1410
531.7028,646.5028,47.7615,642.6971,-43.2001,643.1144,-7.2606,654.5833,40.9818
533.2446,646.5096,54.5418,642.7241,-16.1695,643.0876,-34.0936,654.5190,-23.3578
534.7633,646.5037,48.6098,642.7257,-14.6176,643.0868,-34.8682,654.5501,7.7775
536.4019,646.4881,33.0267,642.6984,-41.9040,643.0832,-38.4520,654.4758,-66.5369
538.0787,646.4815,26.4110,642.7176,-22.7234,643.1056,-16.0623,654.5251,-17.2617
539.6852,646.4987,43.6688,642.7168,-23.4393,643.0850,-36.7035,654.5313,-11.0624
541.2996,646.5003,45.2363,642.6975,-42.8001,643.0521,-69.5882,654.5611,18.7708
542.8304,646.4454,-9.6657,642.7069,-33.3908,643.0771,-44.5809,654.5372,-5.0784
544.3605,646.4709,15.8830,642.7278,-12.4739,643.0944,-27.3050,654.5529,10.5473
