name,points,p2p_pm,std_pm
Fourier+B5+SG3+Exp0.2,36,16.289255056449292,4.192480868987986
Direct+B4+SG3+Exp0.1,45,16.295625646193912,4.3745639704408905
Fourier+B4+SG11+Exp0.1,45,16.42054573403584,4.9117080240217135
Adaptive+B4+SG5+Exp0.1,45,16.56518992410838,4.534614225612633
Fourier+B5+SG7+Exp0.2,36,16.57459173350162,4.626847502317056
Adaptive+B5+SG5+Exp0.1,36,16.58801050598413,4.989292033545648
Fourier+B3+SG11+Exp0.2,60,16.588771678584635,4.438286209994683
Adaptive+B5+SG5+Exp0.2,36,16.63056440759192,4.563999002465201
Fourier+B2+SG7+Exp0.1,91,16.64867526449143,4.217242591526731
Fourier+B2+SG7+Exp0.1,91,16.64867526449143,4.217242591526731
Adaptive+B3+SG5+Exp0.1,60,16.682277826362224,4.771364657811047
Fourier+B5+SG5+Exp0.3,36,16.69702188098654,4.345658520513991
Fourier+B4+SG3+Exp0.2,45,16.74500556384828,3.9864447371492195
Direct+B4+SG5+Exp0.1,45,16.772826931742202,4.857684870724401
Fourier+B2+SG5+Exp0.1,91,16.78114988544621,4.032048377698376
Fourier+B3+SG9+Exp0.3,60,16.80533853664201,4.426115534589195
Adaptive+B5+SG9+Exp0.1,36,17.054433208159026,4.911284482619314
Fourier+B4+SG7+Exp0.1,45,17.077385692573444,5.2156270651761085
Adaptive+B5+SG5+Exp0.1,36,17.079841938652862,5.303643411473313
Fourier+B5+SG11+Exp0.2,36,17.185306362534902,4.725858754121054
Fourier+B4+SG7+Exp0.2,45,17.228805712193207,4.3977631500098155
Adaptive+B4+SG7+Exp0.1,45,17.32954395924935,4.842528208410595
Direct+B4+SG7+Exp0.1,45,17.39344772192908,5.190955046890249
Fourier+B3+SG11+Exp0.3,60,17.43475651949211,4.463420428729749
Direct+B5+SG5+Exp0.1,36,17.43979019602193,5.346541915725438
Adaptive+B4+SG9+Exp0.1,45,17.50546586481505,5.001103279768918
Fourier+B5+SG7+Exp0.3,36,17.524364209862142,4.542124770868179
Fourier+B3+SG7+Exp0.3,60,17.622964719976153,4.381236695905933
Fourier+B2+SG7+Exp0.1,91,17.70124771871906,4.261567206396166
Fourier+B4+SG5+Exp0.2,45,17.8182862068752,4.105374144903769
Fourier+B5+SG5+Exp0.2,36,17.842041011363108,4.949417919654115
