# AffiLabs Cycle Autosave
# Timestamp,2025-12-14T18:31:42Z
# Cycle Start,212.720 s
# Cycle Stop,287.581 s
# Duration,74.861 s
# Filter Enabled,False
# Reference Subtraction,False

Time (s),Ch A Wavelength (nm),Ch A SPR (RU),Ch B Wavelength (nm),Ch B SPR (RU),Ch C Wavelength (nm),Ch C SPR (RU),Ch D Wavelength (nm),Ch D SPR (RU)
244.9863,650.3266,-13.0252,652.9740,-13.6388,650.8255,1.0413,620.9201,-97.4277
246.0014,650.3137,-17.5821,652.9914,-7.4753,650.8226,0.0183,621.1029,-32.5320
247.9837,650.2933,-24.8353,652.9752,-13.2125,650.8193,-1.1395,620.6311,-200.0285
249.0056,650.3139,-17.5200,652.9589,-19.0039,650.8223,-0.0670,620.0205,-416.7977
250.0270,650.3252,-13.5138,652.9578,-19.3828,650.8132,-3.3092,621.1259,-24.3710
250.9882,650.3087,-19.3478,652.9868,-9.1125,650.8254,1.0009,620.4466,-265.5125
252.0104,650.3122,-18.1352,652.9629,-17.5855,650.8326,3.5838,621.5274,118.1703
253.0326,650.3116,-18.3321,652.9633,-17.4537,650.8306,2.8680,620.4969,-247.6796
254.0528,650.3191,-15.6653,652.9853,-9.6220,650.8213,-0.4402,620.6332,-199.2825
255.0751,650.2923,-25.1749,652.9792,-11.8063,650.8394,5.9843,621.5475,125.3064
256.0354,650.2921,-25.2507,652.9645,-17.0159,650.8201,-0.8752,620.6986,-176.0755
257.0582,650.3060,-20.3318,652.9546,-20.5265,650.8234,0.3175,627.8365,2357.9022
259.1008,650.2982,-23.1021,652.9604,-18.4535,650.8406,6.4096,620.2573,-332.7337
260.0615,650.2942,-24.4997,652.9764,-12.8014,650.8279,1.9102,621.4368,85.9972
261.0839,650.3013,-21.9970,652.9767,-12.6660,650.8162,-2.2552,621.0435,-53.6206
262.1045,650.3058,-20.3779,652.9748,-13.3594,650.8250,0.8871,620.3569,-297.3563
263.1262,650.2943,-24.4589,652.9680,-15.7718,650.8252,0.9520,621.0903,-37.0213
264.1487,650.3101,-18.8711,652.9622,-17.8253,650.8297,2.5396,626.2025,1777.8157
265.1093,650.2948,-24.3061,652.9798,-11.5847,650.8293,2.3885,620.6142,-206.0485
266.1308,650.3109,-18.5938,652.9575,-19.5141,650.8327,3.6247,621.4806,101.5262
267.1528,650.3046,-20.8173,652.9687,-15.5301,650.8405,6.3826,621.6381,157.4561
268.1733,650.2980,-23.1527,652.9732,-13.9377,650.8323,3.4793,620.7575,-155.1760
270.1572,650.2924,-25.1641,652.9522,-21.3825,650.8244,0.6524,620.7385,-161.9139
271.1784,650.2910,-25.6359,652.9732,-13.9150,650.8371,5.1835,620.8790,-112.0176
272.1991,650.2951,-24.1888,652.9580,-19.3153,650.8351,4.4670,620.9398,-90.4352
273.2219,650.2795,-29.7336,652.9575,-19.4983,650.8351,4.4722,620.1797,-360.2617
274.1820,650.2902,-25.9351,652.9659,-16.5325,650.8277,1.8238,621.9917,282.9775
275.2035,650.2902,-25.9303,652.9684,-15.6239,650.8345,4.2443,622.1922,354.1656
276.2272,650.2810,-29.1875,652.9881,-8.6474,650.8071,-5.4955,626.6930,1951.9450
277.2469,650.2854,-27.6185,652.9623,-17.8105,650.8461,8.3740,620.6538,-191.9746
278.2128,650.2977,-23.2666,652.9581,-19.2970,650.8291,2.3261,627.9998,2415.8566
279.2296,650.3044,-20.8754,652.9534,-20.9510,650.8276,1.7931,621.1839,-3.7756
281.2727,650.3065,-20.1491,652.9575,-19.5114,650.8415,6.7433,621.4429,88.1402
282.2946,650.3142,-17.4164,652.9606,-18.3997,650.8253,0.9860,625.7936,1632.6403
283.2553,650.3051,-20.6284,652.9661,-16.4440,650.8396,6.0609,621.0760,-42.1017
284.2772,650.2892,-26.2952,652.9816,-10.9334,650.8229,0.1136,626.7747,1980.9579
285.3092,650.3071,-19.9393,652.9655,-16.6619,650.8348,4.3534,626.9382,2038.9764
286.3387,650.3032,-21.3081,652.9917,-7.3516,650.8283,2.0527,620.7881,-144.2812
287.2812,650.2955,-24.0667,652.9810,-11.1411,650.8074,-5.3666,621.9419,265.3157
288.3088,650.3072,-19.8916,652.9639,-17.2155,650.8377,5.3953,621.0386,-55.3782
289.3244,650.3185,-15.8950,652.9793,-11.7427,,,,
