# AffiLabs Cycle Autosave
# Timestamp,2025-12-13T22:54:35Z
# Cycle Start,3.841 s
# Cycle Stop,246.863 s
# Duration,243.022 s
# Filter Enabled,False
# Reference Subtraction,False

Time (s),Ch A Wavelength (nm),Ch A SPR (RU),Ch B Wavelength (nm),Ch B SPR (RU),Ch C Wavelength (nm),Ch C SPR (RU),Ch D Wavelength (nm),Ch D SPR (RU)
82.4965,652.9297,270.3105,655.3851,1030.6032,654.1452,619.4186,660.3187,690.1258
83.6900,652.9223,267.6711,655.3875,1031.4340,654.1508,621.4174,660.3269,693.0372
84.8865,652.9369,272.8598,655.3880,1031.6269,654.1444,619.1475,660.3093,686.7830
86.1426,652.9308,270.7060,655.3835,1030.0199,654.1290,613.6641,660.3472,700.2564
87.2688,652.9322,271.1924,655.3859,1030.8706,654.1587,624.2097,660.3122,687.8297
88.4644,652.9319,271.0815,655.3789,1028.3970,654.1271,612.9881,660.3300,694.1278
89.6530,652.9264,269.1240,655.3826,1029.7269,654.1379,616.8404,660.3394,697.4710
90.8531,652.9315,270.9631,655.3868,1031.2091,654.1491,620.7966,660.3282,693.4954
92.0933,652.9272,269.4192,655.3808,1029.0613,654.1478,620.3298,660.3270,693.0554
93.2471,652.9229,267.8893,655.3834,1030.0006,654.1419,618.2411,660.3172,689.6018
94.4904,652.9297,270.3145,653.9306,514.2540,654.1490,620.7753,660.3173,689.6374
95.6895,652.9267,269.2308,655.3882,1031.7097,654.1380,616.8597,660.3035,684.7212
96.8852,652.9258,268.9381,655.3871,1031.3003,654.1412,617.9993,660.2676,671.9762
98.0771,652.9274,269.4841,655.3779,1028.0405,654.1585,624.1526,660.3219,691.2748
99.2643,652.9215,267.4080,655.3805,1028.9802,654.1503,621.2357,660.3289,693.7607
100.4574,652.9308,270.6996,653.6368,409.9607,654.1564,623.3941,660.2985,682.9484
101.6592,652.9281,269.7369,655.3829,1029.8117,655.1472,975.1403,660.3135,688.2749
102.8425,652.9272,269.4236,655.3809,1029.1042,654.1562,623.3252,660.3311,694.5376
104.0908,652.9340,271.8408,655.3898,1032.2840,654.1448,619.2736,660.3186,690.1001
105.4102,653.4488,454.5873,655.3835,1030.0337,654.1528,622.1071,660.3105,687.2250
106.4923,652.9251,268.6780,655.3751,1027.0636,654.1414,618.0629,660.3149,688.7812
107.6816,652.9236,268.1298,655.3830,1029.8711,654.1466,619.9286,660.3194,690.3863
108.8751,652.9269,269.3085,655.3844,1030.3582,654.1459,619.6812,660.3190,690.2221
110.0601,652.9329,271.4570,655.3753,1027.1309,654.1433,618.7335,660.3201,690.6392
111.2645,652.9364,272.6774,655.3815,1029.3261,654.1516,621.6978,660.3006,683.7181
112.4592,652.9244,268.4374,655.3799,1028.7652,654.1415,618.1098,660.3056,685.4882
113.6456,652.9239,268.2375,655.3885,1031.8172,654.1524,621.9923,660.3132,688.1814
114.8966,652.9304,270.5539,655.3755,1027.1861,654.1409,617.9041,660.3006,683.7177
116.0959,652.9287,269.9710,655.3838,1030.1508,654.1357,616.0610,660.2979,682.7342
117.2944,652.9266,269.2145,655.3777,1027.9601,654.1464,619.8440,660.3044,685.0392
118.4796,652.9324,271.2763,655.3787,1028.3216,654.1539,622.5009,660.2942,681.4152
119.6813,652.9217,267.4709,655.3793,1028.5408,654.1568,623.5482,660.3188,690.1559
120.8641,652.9343,271.9423,655.3767,1027.6199,654.1460,619.7134,660.2959,682.0428
122.0628,652.9291,270.0941,655.3864,1031.0603,654.1373,616.6286,660.2849,678.1209
123.2671,652.9225,267.7656,655.3695,1025.0518,654.1503,621.2395,660.2947,681.6184
124.4555,652.9220,267.5833,655.3492,1017.8625,654.1443,619.0936,660.3105,687.2276
125.6499,652.9314,270.9239,655.3768,1027.6658,660.4490,2857.2606,659.9950,575.2249
126.8364,652.9266,269.2104,655.3721,1025.9836,654.1478,620.3454,660.2810,676.7564
128.0858,652.9188,266.4382,655.3741,1026.7029,654.1469,620.0179,660.3078,686.2504
129.2860,652.9214,267.3466,655.3749,1026.9827,654.1457,619.5913,660.2974,682.5818
130.4844,652.9253,268.7585,655.3766,1027.5754,654.1547,622.8048,660.3041,684.9449
131.6763,652.9241,268.3199,655.3699,1025.2123,654.1441,619.0415,660.2995,683.3057
132.8709,652.9306,270.6200,655.3809,1029.0957,654.1469,620.0341,660.2899,679.8999
134.0553,652.9245,268.4783,655.3604,1021.8474,654.1489,620.7409,660.2783,675.7808
135.2575,652.9207,267.1064,655.3813,1029.2527,654.1557,623.1389,660.2824,677.2286
136.4542,652.9228,267.8727,655.3681,1024.5741,654.1422,618.3754,660.2900,679.9291
137.6559,652.9219,267.5243,655.3651,1023.5052,654.1445,619.1671,660.2817,676.9913
138.8932,652.9242,268.3513,655.3663,1023.9333,654.1621,625.4094,660.2873,678.9869
140.0872,652.9209,267.1993,655.3614,1022.1857,654.1413,618.0537,660.2951,681.7538
141.2873,652.9256,268.8456,655.3596,1021.5527,654.1410,617.9474,660.2840,677.8233
142.4782,652.9213,267.3153,655.3690,1024.8751,654.1466,619.9209,660.2795,676.2090
143.6749,652.9252,268.7180,655.3646,1023.3078,661.7927,3334.2760,658.5268,53.9922
144.8733,652.9249,268.5949,655.3645,1023.3031,654.1446,619.1975,660.2866,678.7353
146.0636,652.9162,265.5169,655.3712,1025.6812,654.1432,618.7178,660.2852,678.2211
147.2528,652.9223,267.6990,655.3684,1024.6772,654.1387,617.1033,660.2822,677.1733
148.4470,652.9277,269.6082,655.3607,1021.9349,654.1503,621.2176,660.2656,671.2625
149.7049,652.9218,267.4948,655.3651,1023.4915,654.1448,619.2960,660.2807,676.6284
150.8918,652.9169,265.7757,655.3602,1021.7524,654.1412,617.9997,660.2620,670.0042
152.1408,652.9198,266.8053,655.3636,1022.9720,654.1336,615.3130,654.7554,-1284.8359
153.3288,652.9256,268.8361,655.3562,1020.3507,654.1372,616.5915,660.2776,675.5448
154.4788,652.9184,266.2919,655.3643,1023.2309,656.0139,1282.8101,660.2921,680.6985
155.8951,654.7917,931.3250,655.3641,1023.1557,654.1454,619.4816,660.2617,669.9009
156.8592,652.9202,266.9395,655.3618,1022.3109,654.1374,616.6443,660.2813,676.8587
158.0463,652.9179,266.1333,655.3592,1021.3958,654.1363,616.2684,660.2920,680.6300
159.2496,652.9235,268.0946,655.3634,1022.8909,660.5110,2879.2748,659.8801,534.4146
160.5002,652.9299,270.3662,655.3499,1018.1084,654.1548,622.8364,660.2630,670.3702
161.9263,655.2038,1077.6125,655.1262,938.6941,654.1462,619.7825,660.2658,671.3396
162.8801,652.9134,264.5113,655.3549,1019.8785,654.1437,618.9025,660.2880,679.2240
164.0843,652.9043,261.2781,655.3648,1023.3820,654.1288,613.6055,660.2696,672.6900
165.2798,652.9230,267.9257,655.3577,1020.8733,654.1341,615.4724,660.2743,674.3691
166.4713,652.9089,262.9227,655.3503,1018.2311,654.1363,616.2714,660.2717,673.4278
167.8963,654.7394,912.7481,655.3525,1019.0206,654.1474,620.1906,660.2777,675.5858
168.8508,652.9090,262.9557,655.3542,1019.6118,654.1346,615.6738,660.2739,674.2126
170.0486,652.9199,266.8400,655.3579,1020.9274,654.1376,616.7253,660.2610,669.6248
171.2948,652.9114,263.8006,655.3475,1017.2614,654.1322,614.8245,660.2701,672.8676
172.4998,652.9176,266.0073,655.3559,1020.2335,654.1347,615.7021,660.2608,669.5576
173.6833,652.9124,264.1629,655.3416,1015.1540,654.1444,619.1529,660.2633,670.4765
174.8821,652.9186,266.3586,655.3474,1017.2099,654.1422,618.3692,660.2372,661.1761
176.0837,652.9081,262.6250,655.3536,1019.4110,654.1408,617.8702,660.2654,671.1950
177.2774,652.9178,266.0858,655.3355,1012.9932,654.1339,615.3996,660.2743,674.3697
178.4718,652.9162,265.5115,655.3479,1017.3875,654.1330,615.0872,660.2658,671.3409
179.6590,652.9124,264.1606,655.3384,1014.0228,654.1314,614.5067,660.2637,670.5866
180.8538,652.9159,265.4049,655.3469,1017.0523,654.1338,615.3822,660.2276,657.7837
182.0495,652.9093,263.0621,653.7312,443.4811,654.1371,616.5307,660.2597,669.1903
183.2373,652.9152,265.1726,655.3327,1012.0024,654.6912,813.2656,660.2516,666.3045
184.4941,652.9244,268.4282,655.3491,1017.8278,654.1340,615.4373,660.2766,675.1755
185.6882,652.9079,262.5723,655.3345,1012.6239,654.1322,614.8160,660.2403,662.2892
186.8907,652.9181,266.2082,655.3462,1016.7785,654.1387,617.1224,660.2571,668.2585
188.0749,652.9149,265.0705,655.3320,1011.7476,654.1351,615.8348,660.2474,664.7971
189.2743,652.9105,263.4990,655.3465,1016.8868,654.1256,612.4550,660.2574,668.3561
190.4586,652.9176,266.0060,655.3408,1014.8573,654.1282,613.3979,660.2614,669.7877
191.6610,652.9048,261.4689,655.3438,1015.9289,654.1295,613.8446,660.2385,661.6485
192.8565,652.9201,266.8878,655.3421,1015.3482,654.1359,616.1347,660.2624,670.1230
194.1070,652.9098,263.2441,655.3421,1015.3210,654.1369,616.4847,660.2426,663.0935
195.2914,652.9086,262.8084,655.3307,1011.2884,654.1329,615.0555,660.2562,667.9364
196.4951,652.9025,260.6608,654.5257,725.5027,654.1279,613.2769,660.2375,661.2966
197.6743,652.9133,264.4868,655.3368,1013.4619,654.1388,617.1516,660.2311,659.0224
198.9304,652.9122,264.0939,655.3390,1014.2378,654.1250,612.2608,660.2438,663.5450
200.0775,652.9104,263.4420,655.3290,1010.6890,654.1360,616.1439,660.2318,659.2738
201.2617,652.9103,263.4236,655.3367,1013.4128,654.1321,614.7638,660.2488,665.3089
202.4650,652.8936,257.4778,655.3402,1014.6431,654.1220,611.1798,660.2275,657.7658
203.6595,652.8968,258.6273,655.3265,1009.8007,654.1309,614.3511,660.2284,658.0820
204.8416,652.9002,259.8418,655.3386,1014.0923,654.1332,615.1470,660.2532,666.8824
206.1827,652.9096,263.1899,655.3435,1015.8472,654.1248,612.1843,660.2440,663.6107
207.2834,652.9130,264.3692,655.3267,1009.8510,654.1325,614.9205,660.2331,659.7459
208.4934,652.9057,261.8008,655.3299,1010.9982,654.1218,611.1257,660.2217,655.7032
209.6838,652.9065,262.0771,655.3306,1011.2639,654.1262,612.6887,660.2179,654.3318
210.8802,652.9063,262.0139,655.3337,1012.3384,654.1261,612.6346,660.2377,661.3876
212.0706,652.9090,262.9660,655.3334,1012.2298,654.1236,611.7484,660.2325,659.5236
213.2625,652.9053,261.6407,655.3306,1011.2501,654.1252,612.3412,660.2242,656.5871
214.4621,652.9011,260.1491,655.3231,1008.5818,654.1139,608.2999,660.2324,659.5046
215.6405,652.9158,265.3791,655.3227,1008.4571,654.1192,610.2005,660.2422,662.9788
216.9539,652.9196,266.7157,655.3199,1007.4679,654.1224,611.3345,653.9854,-1558.1857
218.1011,652.9025,260.6623,655.3293,1010.7958,654.1243,612.0150,660.2289,658.2414
219.2925,652.9055,261.7156,655.3175,1006.6029,654.1172,609.4780,660.2360,660.7668
220.5410,652.9108,263.6030,655.3162,1006.1316,654.1184,609.8972,660.2271,657.6098
221.6704,652.8977,258.9488,655.3285,1010.5083,654.1224,611.3198,660.2480,665.0451
222.8739,652.9014,260.2549,655.3085,1003.3982,654.1319,614.7029,660.2442,663.6676
224.0751,652.9075,262.4244,655.3123,1004.7491,654.1273,613.0821,660.2160,653.6526
225.2658,652.9022,260.5618,653.5622,383.4524,654.1152,608.7586,660.2298,658.5761
226.4575,652.9099,263.2667,655.3146,1005.5639,655.1579,978.9157,660.2428,663.1700
227.6419,652.9078,262.5171,655.3169,1006.3909,654.1211,610.8828,660.2095,651.3463
228.9584,652.9047,261.4236,655.3237,1008.7976,654.1165,609.2231,654.1266,-1508.0532
230.0913,652.9012,260.2056,655.3170,1006.4281,654.1048,605.0847,660.2155,653.4988
231.2899,652.8970,258.7104,655.3127,1004.8850,654.1243,611.9994,660.2042,649.4831
232.4739,652.9006,259.9773,655.3106,1004.1495,654.1163,609.1765,660.2123,652.3428
233.6769,652.9016,260.3514,655.3154,1005.8396,654.1150,608.7048,660.2273,657.6669
234.8640,652.9094,263.0878,655.3140,1005.3574,654.1162,609.1118,660.2263,657.3069
236.0562,652.8923,257.0410,655.3134,1005.1418,654.1264,612.7456,660.2298,658.5678
237.2602,652.9067,262.1382,655.3192,1007.1877,654.1146,608.5766,660.2283,658.0265
238.4530,652.8943,257.7530,655.3018,1001.0296,654.1229,611.5102,660.2194,654.8765
239.6392,652.8942,257.7242,655.3108,1004.2225,654.1213,610.9340,660.2069,650.4336
240.8879,652.8980,259.0608,655.3060,1002.5083,654.1199,610.4331,660.2024,648.8524
242.0908,652.8946,257.8568,655.3012,1000.8159,654.1104,607.0749,660.2097,651.4176
243.2823,652.8965,258.5392,655.3056,1002.3593,654.1061,605.5397,660.1990,647.6218
244.4774,652.8832,253.8181,655.3109,1004.2469,662.1597,3464.5641,658.1007,-97.2696
245.6721,652.8962,258.4324,655.3086,1003.4589,654.1090,606.5745,660.2020,648.7023
246.8629,652.8857,254.6798,,,654.1164,609.2146,660.1917,645.0565
