# AffiLabs Cycle Autosave
# Timestamp,2025-11-27T00:02:26.764861
# Cycle Start,60.109 s
# Cycle Stop,159.346 s
# Duration,99.237 s
# Filter Enabled,False
# Reference Subtraction,False

Time (s),Ch A Wavelength (nm),Ch A SPR (RU),Ch B Wavelength (nm),Ch B SPR (RU),Ch C Wavelength (nm),Ch C SPR (RU),Ch D Wavelength (nm),Ch D SPR (RU)
127.4612,647.7116,2144.5996,645.3585,3023.7952,645.0421,2383.1058,656.2530,2934.2672
128.3945,647.6225,2055.5833,643.5187,1183.9415,643.3374,678.4907,654.6861,1367.3948
129.2842,647.4086,1841.6193,643.5862,1251.5270,644.2685,1609.5933,654.2347,915.9946
130.1840,646.1052,538.2668,643.4113,1076.5873,644.1335,1474.5129,654.2856,966.9421
130.9946,646.0587,491.7413,643.3083,973.5904,643.7465,1087.5558,653.8102,491.5380
131.8045,646.6790,1112.0837,643.9252,1590.5189,644.0264,1367.4449,653.6751,356.4204
132.7159,646.6679,1100.9518,643.7339,1399.1623,643.1799,520.9453,654.9411,1622.4199
133.8299,646.1660,599.0708,643.5781,1243.3688,643.3751,716.1797,654.8883,1569.5800
134.6841,646.1270,560.0524,643.3042,969.4626,643.5153,856.3823,656.0478,2729.1551
135.5394,646.1894,622.4427,643.6674,1332.6950,643.2963,637.3402,655.9551,2636.4126
136.4579,646.2468,679.8288,643.7040,1369.3305,643.2791,620.1083,654.2399,921.2309
137.3392,646.9497,1382.7357,643.2795,944.7833,643.7505,1091.5113,653.7765,457.8131
138.2400,646.1496,582.6722,643.2896,954.8637,644.1157,1456.7074,655.0016,1682.9161
139.0953,646.2917,724.7688,643.5857,1251.0319,643.3021,643.1545,654.5781,1259.3889
139.9955,647.4900,1923.0107,643.5670,1232.2474,643.4750,816.0744,654.1007,782.0147
140.8489,646.2695,702.5287,643.3149,980.1895,643.7212,1062.2937,654.7395,1420.8581
141.7041,646.8717,1304.7613,643.2983,963.6276,643.1750,516.0770,654.9359,1617.2586
142.6490,646.9180,1351.0072,643.5665,1231.7552,643.7357,1076.7676,654.6783,1359.6368
143.5488,646.6343,1067.2981,642.9994,664.6652,643.2008,541.8262,654.8883,1569.5928
144.4626,645.8567,289.7117,643.2957,960.9968,643.6481,989.1021,654.2237,905.0479
145.3508,646.3651,798.1734,643.5307,1195.9913,643.8680,1209.0620,654.7468,1428.0761
146.2047,646.8610,1294.0507,643.6163,1281.5705,643.2325,573.5405,654.2777,958.9982
147.0593,646.9931,1426.1023,643.3156,980.8771,643.7145,1055.5525,653.9488,630.0951
147.9138,646.2341,667.1849,643.6651,1330.4279,643.2439,584.9462,654.8357,1517.0269
148.8148,646.4440,877.0036,644.5516,2216.8773,643.4527,793.7817,653.8488,530.0648
149.6693,647.4661,1899.1315,643.3387,1003.9678,642.6402,-18.7150,653.3879,69.1705
150.5698,645.5890,22.0650,642.3012,-33.5176,642.6376,-21.3658,653.3510,32.3146
151.4372,645.5848,17.8483,642.3139,-20.8245,642.6454,-13.5579,653.4055,86.8563
152.3238,645.6187,51.7543,642.3468,12.0899,642.6161,-42.8271,653.0342,-284.5240
153.1787,645.5516,-15.3846,642.3077,-27.0193,642.6085,-50.4127,653.2176,-101.0710
154.0799,645.5933,26.3581,642.3494,14.6693,642.6550,-3.9655,653.3286,9.9057
154.9797,645.6097,42.7005,642.2720,-62.7524,642.6605,1.5791,653.3518,33.1381
155.8788,645.5840,17.0017,642.3205,-14.2448,642.5978,-61.1525,653.0574,-261.2610
156.6439,645.5964,29.4722,642.3235,-11.2255,642.5980,-60.9384,653.3336,14.9023
157.4991,645.6000,33.0754,642.2805,-54.2584,642.6753,16.3251,653.3385,19.8111
158.4649,645.5986,31.6229,642.3119,-22.7754,642.6148,-44.1629,653.3383,19.6018
159.3458,645.5757,8.7728,,,,,,
